dates,satname,nzd0595-0000,nzd0595-0001,nzd0595-0002,nzd0595-0003,nzd0595-0004,nzd0595-0005,nzd0595-0006,nzd0595-0007,nzd0595-0008,nzd0595-0009,nzd0595-0010,nzd0595-0011,nzd0595-0012,nzd0595-0013,nzd0595-0014,nzd0595-0015,nzd0595-0016,nzd0595-0017,nzd0595-0018,nzd0595-0019,nzd0595-0020,nzd0595-0021,nzd0595-0022,nzd0595-0023,nzd0595-0024,nzd0595-0025,nzd0595-0026,nzd0595-0027,nzd0595-0028,nzd0595-0029,nzd0595-0030,nzd0595-0031,nzd0595-0032,nzd0595-0033,nzd0595-0034,nzd0595-0035,nzd0595-0036,nzd0595-0037,nzd0595-0038,nzd0595-0039,nzd0595-0040,nzd0595-0041,nzd0595-0042,nzd0595-0043,nzd0595-0044,nzd0595-0045,nzd0595-0046,nzd0595-0047,nzd0595-0048,nzd0595-0049,nzd0595-0050,nzd0595-0051,nzd0595-0052,nzd0595-0053,nzd0595-0054,nzd0595-0055,nzd0595-0056,nzd0595-0057,nzd0595-0058,nzd0595-0059,nzd0595-0060,nzd0595-0061,nzd0595-0062,nzd0595-0063,nzd0595-0064,nzd0595-0065,nzd0595-0066,nzd0595-0067,nzd0595-0068,nzd0595-0069,nzd0595-0070,nzd0595-0071,nzd0595-0072,nzd0595-0073,nzd0595-0074,nzd0595-0075,nzd0595-0076,nzd0595-0077,nzd0595-0078,nzd0595-0079,nzd0595-0080,nzd0595-0081,nzd0595-0082,nzd0595-0083,nzd0595-0084,nzd0595-0085,nzd0595-0086,nzd0595-0087,nzd0595-0088,nzd0595-0089,nzd0595-0090,nzd0595-0091,nzd0595-0092,nzd0595-0093,nzd0595-0094,nzd0595-0095,nzd0595-0096,nzd0595-0097,nzd0595-0098,nzd0595-0099,nzd0595-0100,nzd0595-0101,nzd0595-0102,nzd0595-0103,nzd0595-0104,nzd0595-0105,nzd0595-0106,nzd0595-0107
2021-11-01 21:14:21+00:00,L7,,,,231.72,230.03,262.65,256.13,243.58,257.38,281.83,233.81,235.66,251.24,255.32,253.27,233.69,414.89,,,,,,222.63,221.59,230.67,229.67,234.97,238.38,228.69,227.65,245.09,243.02,240.96,218.41,213.46,218.52,223.96,230.76,248.70,231.30,239.06,225.00,220.86,236.19,246.64,284.93,278.72,264.17,243.85,241.81,238.31,235.23,256.00,241.32,244.22,245.30,232.53,231.68,250.31,245.64,245.93,251.33,243.21,235.25,223.84,220.07,229.24,222.33,225.27,233.67,244.99,244.63,247.78,,,,250.67,237.80,237.31,231.73,227.49,222.43,241.91,,,,,,,,,,,,,,,,,,,,,,222.05,233.47,234.85,230.55
2021-11-11 22:18:03+00:00,L9,0.93,2.10,-21.04,,,,,,,,,450.77,,133.95,109.79,89.00,135.83,169.36,196.67,194.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-17 21:12:49+00:00,L7,,,,,,,,,,,,,,,,,,,,,229.00,235.58,233.43,235.51,238.60,235.31,222.03,,245.93,237.97,251.68,272.72,268.70,225.74,225.41,220.69,232.73,261.07,264.48,255.43,254.97,248.39,239.25,253.17,274.56,314.77,308.83,285.25,269.28,264.37,264.01,260.19,273.53,277.77,281.57,268.62,275.97,267.71,274.14,272.20,271.77,268.63,264.67,260.93,244.59,241.74,267.47,270.56,263.42,296.46,296.69,274.81,277.59,272.01,286.67,289.48,283.93,260.31,260.11,263.01,253.86,259.12,272.63,270.60,,269.75,252.92,256.71,247.72,,,,,,,,,,,,,,,,,,,
2021-11-24 21:17:55+00:00,L7,215.27,231.00,240.48,245.66,234.14,245.60,249.43,234.64,248.59,240.86,218.99,220.46,239.68,256.62,251.74,224.85,284.79,215.93,255.27,222.10,212.09,214.97,218.08,222.40,228.07,227.41,237.38,227.10,,220.28,241.09,227.03,232.09,,,,,227.66,234.79,224.56,223.05,226.02,220.57,228.34,235.21,237.11,245.63,249.50,238.91,225.35,241.36,228.13,238.63,233.16,,,,,,,,,,,,,,,,,219.80,229.92,236.62,227.35,237.03,224.37,209.93,203.26,196.47,201.72,193.45,187.57,207.95,222.95,196.25,231.38,221.70,216.82,198.34,202.74,205.71,213.10,212.06,209.92,229.92,210.87,214.40,235.82,216.39,212.95,218.40,221.33,226.98,224.78,229.63,227.23,231.27,226.99
2021-12-19 21:09:22+00:00,L7,377.97,247.51,249.87,252.84,243.82,342.13,286.70,254.90,263.19,282.72,247.28,241.24,254.38,263.68,258.05,243.23,440.85,231.70,253.65,239.63,224.09,225.75,210.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.08,261.80,269.41,282.27,270.30,,,,,243.69,266.41,259.43,256.84,257.68,246.04,248.41,241.92,240.26,246.04,251.28,247.89,249.67,312.72,246.72,245.36,269.56,247.00,233.47,236.15,240.06,246.14,249.10,253.98,257.00,265.52,270.56
2022-01-27 21:11:45+00:00,L7,316.76,281.48,242.62,246.51,239.02,309.11,256.93,242.13,253.35,246.22,223.33,219.48,239.47,251.52,250.63,226.94,289.25,210.98,233.34,211.59,206.59,221.78,212.68,219.89,216.42,,,,,,,,,,,,,,,,,224.75,217.09,230.31,219.47,,,249.67,231.33,229.38,241.15,,,,,,,,,,,,,,,,,,,,,,,225.34,243.44,242.18,,,,,,,,240.21,228.59,233.76,213.33,229.60,217.17,218.99,221.66,227.03,226.62,215.13,229.85,221.20,214.62,222.94,211.49,207.72,206.56,211.68,223.76,218.86,213.57,211.16,211.06,221.28
2022-01-27 22:27:14+00:00,L9,215.04,230.10,241.80,247.33,230.92,242.38,240.06,232.81,243.79,230.06,219.10,219.68,241.72,259.95,252.85,234.10,225.57,216.58,235.73,217.44,210.30,213.29,218.89,220.26,218.04,228.30,232.83,227.62,235.46,215.17,219.49,225.61,225.04,218.58,221.32,214.04,212.34,215.70,221.14,219.80,213.58,228.34,218.29,214.84,211.88,216.76,226.97,225.26,230.12,227.23,220.88,211.92,226.82,218.21,228.03,231.65,225.14,214.92,223.16,220.84,220.94,226.81,223.26,226.19,223.04,223.86,228.05,228.28,220.67,221.42,223.56,212.23,216.10,225.95,230.13,232.85,225.21,219.64,224.60,222.07,215.80,216.75,220.70,220.87,213.95,223.89,228.50,230.71,214.36,214.12,215.28,223.81,221.04,215.46,216.71,221.18,220.56,218.72,201.68,200.70,205.94,215.31,221.49,214.01,203.59,208.68,207.72,218.26
2022-02-13 22:21:16+00:00,L8,377.72,245.02,246.56,245.30,238.05,254.20,271.30,253.86,261.67,281.08,247.14,242.23,257.09,,,,,,,,,,,,237.28,237.28,235.27,240.79,244.94,238.45,247.87,243.54,247.50,227.30,226.50,239.71,231.07,236.60,254.68,241.48,242.32,228.25,225.66,246.38,250.70,293.10,277.16,271.22,246.35,248.94,248.26,243.84,256.46,248.24,247.01,251.65,234.08,237.33,251.64,250.90,247.55,258.40,245.67,251.06,231.23,232.54,245.06,239.73,232.60,244.38,249.72,248.74,254.34,252.63,256.53,267.51,257.00,248.90,241.96,246.68,235.11,234.01,249.65,252.85,243.76,249.31,246.25,243.33,237.34,235.60,,,,,,,,,,,,,,,,,,
2022-02-20 22:26:59+00:00,L8,341.58,294.97,244.81,251.29,240.34,376.51,384.84,256.82,273.32,291.84,256.60,248.00,267.40,264.85,258.91,247.44,436.74,241.13,253.48,239.85,229.49,232.42,231.04,236.52,245.83,237.35,244.93,257.17,257.18,240.09,257.57,255.05,260.41,238.78,230.79,244.66,241.11,246.49,267.42,254.37,253.76,239.12,242.77,255.50,274.07,305.42,307.50,282.66,263.46,256.29,256.38,258.62,,,,,,,,265.43,264.27,261.60,260.00,264.05,245.98,253.84,268.38,264.97,258.07,277.42,280.65,267.13,273.20,268.39,274.94,284.31,279.19,265.52,261.88,262.16,247.72,252.86,268.72,271.19,264.45,268.67,259.13,259.99,245.55,245.80,249.89,249.23,253.23,248.91,315.60,250.03,253.61,251.70,249.46,249.19,242.84,243.62,250.87,246.10,258.17,260.76,266.70,264.13
2022-02-28 21:08:34+00:00,L7,,,224.24,221.63,217.85,227.53,243.39,228.37,242.87,252.23,221.63,225.71,245.01,260.36,256.99,253.11,441.88,213.14,233.18,225.69,227.17,237.20,228.16,226.69,231.68,235.05,230.78,250.23,253.60,,250.22,252.18,249.67,,,,,238.94,255.48,239.28,243.35,232.97,217.67,237.55,263.88,304.33,285.87,269.58,245.40,246.94,249.61,238.10,260.27,258.88,,,,,269.80,,,,260.87,,,,,697.41,,,258.66,250.50,255.09,249.02,260.80,266.70,256.25,242.59,236.05,240.56,232.78,225.61,244.54,247.45,,,,,,,228.17,232.24,238.64,231.55,266.74,234.53,221.63,211.12,179.96,158.25,,223.53,236.76,235.44,232.16,246.95,242.35,239.86
2022-03-01 22:21:12+00:00,L8,,381.21,257.72,259.06,320.22,,,415.84,361.88,,,269.60,,334.12,300.94,286.28,461.82,487.87,548.49,488.91,,451.41,398.07,266.34,264.36,271.04,288.08,300.25,311.70,292.23,278.85,283.46,276.79,246.91,254.04,272.90,270.59,268.47,275.76,272.11,274.97,246.15,244.13,255.91,286.56,329.01,322.07,290.67,276.62,267.70,266.66,266.12,281.79,287.29,286.95,265.88,272.98,271.28,274.27,280.38,289.59,273.15,273.46,,337.82,345.79,,,352.51,344.47,332.02,298.00,282.90,278.41,291.74,299.84,296.92,277.21,263.17,265.60,258.47,259.58,274.34,272.48,270.36,270.98,254.44,256.09,250.14,248.47,260.95,251.60,260.14,253.38,329.50,251.65,265.75,276.80,256.16,244.27,246.66,249.63,249.79,258.87,,317.37,314.27,333.13
2022-03-17 22:20:41+00:00,L8,377.74,248.25,248.79,248.23,238.43,377.63,402.91,258.65,266.44,291.67,261.71,248.64,,,281.87,268.75,458.54,359.02,335.46,307.42,265.95,250.43,244.19,249.98,253.22,258.73,271.96,269.68,278.03,257.85,270.00,273.02,267.02,239.92,241.40,263.00,260.08,252.56,270.92,260.66,259.92,237.98,240.69,251.85,277.81,315.55,315.22,285.53,270.20,263.55,259.74,259.47,275.77,274.89,272.68,258.33,263.64,259.70,266.14,275.03,276.27,267.67,258.53,281.90,252.22,257.03,268.54,261.98,270.19,298.64,298.32,283.41,273.28,267.59,275.28,288.90,281.98,259.26,248.78,261.71,251.11,249.24,266.21,261.60,261.66,263.70,249.80,249.32,246.53,239.36,245.99,243.05,251.74,249.96,313.20,247.59,249.66,263.02,238.80,226.49,236.73,240.52,245.11,247.33,269.62,270.54,270.42,287.21
2022-03-24 22:26:46+00:00,L8,213.13,227.15,238.42,245.29,230.76,243.01,237.40,232.31,243.33,229.77,220.10,218.40,241.85,258.99,250.41,225.24,224.66,214.64,234.29,211.63,209.21,212.63,217.63,223.54,210.47,224.80,235.46,226.31,222.07,218.87,224.18,224.19,223.48,215.85,218.94,213.03,213.05,215.21,225.56,222.54,215.49,225.67,212.13,227.78,211.25,211.23,228.88,230.43,227.73,224.12,222.25,221.90,,,,,,,,223.06,221.10,227.95,225.44,225.32,216.68,219.07,229.02,229.77,223.40,224.32,223.85,221.17,221.28,228.02,238.10,239.13,232.77,219.11,222.82,222.46,218.82,214.54,229.73,231.61,207.25,229.39,225.60,231.51,221.66,224.67,224.69,225.64,223.98,216.39,224.38,222.15,218.01,208.41,196.08,197.48,204.38,203.69,223.19,219.66,206.49,213.29,214.61,225.43
2022-04-10 22:20:41+00:00,L9,214.92,225.27,240.03,238.94,232.76,243.18,233.43,225.38,233.78,225.92,221.01,216.20,248.44,245.41,244.15,222.19,219.07,215.38,220.04,204.05,202.99,203.52,214.26,215.76,199.91,197.37,229.26,224.99,212.26,212.50,216.68,218.23,217.35,213.76,205.13,208.19,211.33,211.43,221.37,211.42,212.61,214.93,202.56,216.42,209.46,191.91,213.27,219.06,222.47,223.53,217.32,,,,,,,,,213.64,208.97,221.94,221.57,222.09,210.55,216.59,215.91,218.07,216.03,220.02,220.17,214.98,215.68,215.08,227.24,231.41,225.77,201.49,203.48,212.24,209.31,204.56,214.87,207.83,160.39,192.74,204.36,219.53,213.19,213.02,216.01,214.28,221.08,199.75,212.88,236.49,216.53,199.42,197.61,196.50,197.25,192.67,211.82,216.00,196.22,198.02,195.76,211.51
2022-04-17 22:26:46+00:00,L9,359.34,229.76,237.61,244.66,232.24,252.77,265.23,242.60,256.50,282.52,246.47,243.15,268.26,268.39,279.78,284.93,467.36,365.57,324.00,514.72,240.35,247.78,247.69,254.12,254.75,256.84,259.41,297.47,319.18,262.11,282.85,284.41,275.90,242.60,237.68,265.48,267.09,265.70,272.63,269.05,266.97,251.13,241.01,251.76,281.32,325.28,317.70,291.75,270.49,268.20,277.45,,,,,,,,,285.21,293.06,296.73,,263.08,238.75,238.63,245.75,243.73,,,,,,,,,,,,,,,,,,,,,,,255.18,248.75,256.49,256.61,317.56,259.13,249.56,237.36,189.17,192.57,240.84,242.96,257.33,244.33,263.15,261.20,259.49,265.71
2022-04-26 22:20:32+00:00,L9,355.41,306.09,250.03,330.84,340.54,345.08,255.65,246.44,256.95,,228.93,,,-45.20,-65.60,,-98.22,-32.93,19.49,202.77,204.36,212.17,218.61,212.79,204.82,193.35,233.88,232.31,213.09,216.86,240.43,229.42,228.32,216.43,208.59,211.08,217.18,221.69,233.38,228.69,222.58,227.13,204.28,224.86,230.73,223.73,238.10,243.04,237.39,231.25,231.23,220.42,231.13,222.92,228.08,225.99,224.74,216.71,229.20,227.33,217.76,234.04,234.56,233.04,215.44,217.75,219.08,227.17,219.37,223.99,223.07,221.89,223.29,231.60,240.85,239.12,234.63,213.67,218.57,219.19,211.61,207.05,224.92,232.71,153.68,179.09,232.78,229.57,217.72,226.53,221.88,229.69,229.02,209.98,220.61,231.55,,,,,,,,,,,,
2022-05-03 22:26:41+00:00,L9,345.14,294.51,243.66,250.56,241.88,377.22,390.77,263.62,276.56,293.56,259.81,251.90,277.67,280.47,274.70,267.84,464.33,351.52,306.53,265.17,248.93,243.97,242.23,248.76,252.16,254.02,263.12,,271.30,257.10,272.25,280.22,271.71,243.52,246.56,263.31,259.73,256.65,277.59,261.00,270.53,251.57,244.70,261.37,285.35,329.84,316.88,289.92,268.95,261.37,266.78,266.20,,,,,,,270.37,276.37,284.05,276.14,277.57,280.47,251.33,256.00,268.01,265.43,270.22,297.79,301.21,298.53,284.23,286.90,296.41,303.21,296.51,279.68,265.34,269.62,264.23,267.62,283.02,276.38,270.75,285.68,266.77,262.61,261.14,256.74,262.00,250.58,255.84,259.52,317.58,256.40,276.39,262.91,195.11,197.40,255.55,261.93,264.38,251.23,,266.39,275.00,283.80
2022-06-05 22:20:51+00:00,L8,316.39,243.73,244.91,246.19,238.16,317.68,268.59,250.89,260.15,268.23,236.16,220.08,251.92,252.84,243.88,238.97,353.34,218.35,215.67,203.64,192.87,174.64,103.34,116.30,145.02,135.86,230.74,228.16,196.81,195.39,244.59,211.77,238.57,213.73,209.81,214.52,222.67,229.28,241.42,234.25,241.06,226.20,194.07,246.51,242.56,274.13,,243.88,241.88,233.64,,,,,,,,,,,240.43,241.99,242.60,241.04,224.08,217.92,224.92,,,,,,,,,,,,,,216.89,211.13,243.38,256.38,146.70,177.37,177.06,127.72,235.03,233.69,234.97,234.54,234.96,218.94,249.83,249.34,229.04,206.36,201.15,199.24,195.78,192.61,232.66,226.26,218.00,239.07,242.22,246.13
2022-06-21 22:21:00+00:00,L8,215.07,232.86,251.15,246.43,235.57,239.62,245.65,221.69,236.49,233.41,217.62,218.62,242.27,253.12,241.72,216.44,216.47,194.38,201.51,189.42,179.74,113.27,115.69,126.62,152.26,141.70,,222.53,188.72,181.44,213.91,167.23,211.35,200.71,183.37,206.63,215.53,223.16,231.74,203.67,147.91,97.00,89.38,71.80,89.26,174.52,190.91,188.01,160.86,,,,,,,,,,,209.83,207.60,216.18,218.18,221.26,209.59,206.83,205.79,213.33,217.61,222.06,220.75,219.05,221.24,223.31,234.88,234.76,212.44,184.15,162.73,189.50,200.89,198.81,208.84,177.43,159.62,181.44,176.98,132.59,211.93,222.56,224.59,229.78,223.26,184.18,222.01,251.93,208.76,206.79,203.51,203.58,197.26,197.39,213.73,218.03,197.38,191.82,185.27,201.26
2022-06-28 22:27:12+00:00,L8,361.12,230.42,236.29,245.00,234.17,363.06,392.00,309.60,277.16,296.15,272.28,266.29,276.13,269.67,260.96,247.91,451.32,320.44,278.48,244.86,224.77,220.34,99.05,104.42,137.79,121.47,,241.98,227.43,,,,,222.27,225.71,236.61,236.12,249.47,257.70,251.75,254.35,241.35,218.39,252.87,275.44,318.76,,281.07,259.94,253.41,254.49,248.99,271.89,263.40,,252.35,249.38,240.97,259.25,263.48,262.89,260.19,257.78,263.09,250.59,,,,276.27,281.63,282.72,268.25,271.99,266.99,274.01,280.25,268.09,242.51,243.19,247.58,238.12,244.27,261.22,266.60,143.38,171.90,220.35,248.23,240.25,240.80,245.21,246.09,250.19,246.35,300.80,256.23,232.37,212.79,201.07,196.68,199.06,186.20,236.27,236.07,244.38,254.14,251.61,249.97
2022-07-22 22:26:54+00:00,L9,209.45,228.23,238.79,246.77,231.77,239.96,237.56,217.64,231.97,219.85,204.47,,222.27,242.34,224.00,203.43,201.09,192.75,200.70,186.25,176.78,170.21,59.41,64.31,73.76,121.18,,209.22,171.84,172.29,205.76,207.93,208.32,194.01,182.83,189.78,205.05,212.79,219.03,204.95,74.74,60.12,67.17,49.30,68.08,159.43,,205.20,227.93,212.63,227.82,,,,,,,,,,208.10,226.80,224.87,219.91,212.15,209.62,210.46,210.49,213.68,210.55,218.62,212.55,214.19,220.70,236.63,233.72,225.52,212.98,213.25,216.83,211.19,209.64,219.23,218.97,170.49,191.80,236.73,228.39,227.35,222.07,221.92,223.95,223.92,,292.12,289.60,209.08,262.52,230.87,277.82,210.90,206.71,222.20,214.55,205.59,205.52,207.36,210.25
2022-08-07 22:27:06+00:00,L9,218.45,231.21,245.98,250.54,236.95,246.78,251.71,232.70,246.95,233.23,221.02,216.95,240.50,255.94,248.65,225.27,222.00,211.05,221.76,200.04,193.53,196.67,207.86,125.95,150.01,136.62,227.01,221.57,207.34,202.65,220.42,219.60,216.91,205.09,205.11,205.82,213.91,215.77,226.22,216.78,220.88,227.65,195.80,217.81,212.03,171.49,198.99,214.93,226.55,216.25,221.43,207.36,227.78,208.52,207.15,216.51,210.49,204.88,207.66,206.44,205.92,224.36,217.30,217.51,209.24,209.60,207.10,215.50,216.19,211.94,220.66,212.77,210.97,216.48,223.41,221.74,215.63,189.76,185.73,204.38,205.89,196.46,205.69,198.02,143.94,167.47,178.67,217.29,215.48,211.34,211.44,215.96,214.46,189.38,211.80,240.15,202.46,189.10,193.95,194.98,191.92,185.32,206.93,209.92,196.24,194.55,189.27,198.63
2022-08-08 22:21:16+00:00,L8,342.15,306.04,261.36,267.11,243.31,327.49,260.59,248.69,257.16,248.31,227.06,231.34,252.42,256.99,257.71,226.10,230.73,219.02,227.63,204.71,201.41,212.89,214.18,209.94,148.09,134.43,233.52,231.26,213.77,214.00,234.28,229.43,222.86,215.96,206.38,213.01,216.51,225.49,234.17,229.43,222.07,228.91,203.72,224.23,224.69,195.91,,242.10,239.97,233.19,233.23,219.56,233.50,219.22,218.51,223.26,215.79,212.04,220.46,218.07,212.53,233.84,231.56,224.68,209.91,211.61,211.12,221.35,220.39,220.65,221.86,222.39,219.78,223.07,236.50,229.28,225.22,202.77,204.82,209.09,208.20,200.31,215.63,210.65,153.85,165.18,218.27,221.76,215.04,218.45,220.01,224.02,222.53,199.10,217.21,226.21,210.74,192.58,197.75,198.42,194.30,192.98,212.05,220.23,195.66,196.48,193.14,202.34
2022-09-16 22:27:36+00:00,L8,319.32,244.57,244.64,251.32,239.34,271.12,266.33,248.15,256.90,268.46,231.32,229.06,252.75,265.27,259.25,242.72,348.10,221.43,260.04,225.66,218.58,224.53,229.39,229.48,227.71,234.20,240.39,233.44,234.06,230.18,245.82,234.10,234.99,222.11,226.08,223.98,225.28,225.20,245.10,240.73,238.86,232.30,221.15,235.70,240.45,252.36,259.58,254.33,246.74,244.35,244.51,234.22,244.50,241.90,239.43,243.89,235.72,231.34,250.79,241.59,239.22,251.46,243.00,234.18,224.76,227.56,234.07,230.84,225.25,231.08,236.66,238.81,242.72,251.74,253.12,262.27,243.09,241.10,236.27,234.58,234.13,226.48,248.94,249.90,235.11,237.44,233.00,237.56,233.00,234.82,234.93,240.95,232.97,230.80,266.03,234.62,221.96,220.62,199.95,206.86,214.31,215.33,232.73,221.97,231.20,239.39,241.24,231.82
2022-09-25 22:21:26+00:00,L8,376.68,291.38,247.98,257.18,239.50,377.58,404.67,294.75,268.43,298.96,266.34,262.04,299.39,,299.16,278.42,454.83,374.67,334.96,487.06,254.51,255.97,254.05,255.50,253.39,254.15,,283.93,289.08,261.52,272.39,279.75,268.94,248.54,256.58,273.86,275.89,272.50,277.12,,362.33,255.96,244.46,254.71,277.44,321.93,318.41,285.60,271.20,262.71,262.97,261.62,277.48,277.99,280.31,264.97,279.82,264.55,272.08,272.08,277.64,268.84,267.33,269.76,243.42,237.65,255.40,256.22,253.53,296.26,299.84,287.43,273.17,271.61,280.05,282.90,277.31,259.87,255.59,260.80,247.95,250.74,268.36,266.98,266.01,267.49,254.17,250.53,251.48,247.69,247.00,245.89,257.43,249.16,321.53,249.31,267.94,292.26,266.43,234.74,243.06,252.50,257.72,257.92,,,,
2022-10-02 22:27:35+00:00,L8,213.66,228.02,239.32,245.09,227.58,240.08,232.92,230.57,236.87,227.10,215.59,214.99,237.85,254.30,247.46,226.12,220.15,213.26,231.71,212.48,205.83,206.10,212.86,215.22,206.85,217.34,225.34,222.13,215.23,210.10,216.89,221.33,213.11,208.83,205.72,207.69,210.12,212.73,220.49,212.70,209.93,217.04,206.20,210.13,200.96,198.69,215.67,222.35,224.38,224.33,215.86,206.45,218.89,205.55,225.63,,,,,,,,,,,,213.04,221.02,217.82,214.68,216.11,212.73,211.18,210.27,222.05,196.27,131.54,190.89,211.29,216.67,211.81,211.79,216.58,363.03,309.55,324.81,228.73,228.95,231.51,218.84,219.01,217.06,218.45,211.63,216.13,239.60,213.15,206.08,197.11,199.62,199.45,200.03,220.34,214.98,203.93,205.13,205.40,212.14
2022-11-04 22:21:36+00:00,L9,60.33,,,,,,,,,,,,,,,,212.56,209.94,216.25,209.48,202.62,203.74,211.03,208.96,211.04,216.25,228.15,214.92,216.51,213.22,220.34,217.19,215.45,208.29,211.12,210.61,212.09,207.94,218.94,205.11,214.88,222.02,209.71,216.40,203.96,208.47,224.37,220.11,219.96,212.76,217.26,201.63,218.93,206.68,215.05,221.96,214.08,207.98,213.83,212.92,209.36,218.44,211.31,214.98,210.92,208.76,215.08,214.03,210.41,214.07,217.61,213.89,212.75,216.33,214.13,218.00,214.36,216.46,208.38,216.38,204.23,206.25,212.58,204.34,194.89,204.62,211.27,215.80,212.22,208.81,206.72,214.28,206.05,207.87,209.82,233.60,205.55,198.00,196.04,196.42,194.56,195.33,212.23,208.08,196.40,197.41,196.69,203.11
2022-11-14 20:36:44+00:00,L7,213.77,228.34,240.24,241.43,232.72,,,,,,,,,,,,218.69,219.79,230.22,206.39,212.15,222.49,221.78,233.62,220.25,237.81,229.40,235.05,224.21,211.80,217.08,218.26,236.22,215.66,,,190.68,206.90,209.51,216.29,204.99,232.49,226.00,228.18,267.00,217.80,210.17,216.49,223.98,233.50,224.89,217.73,226.96,226.93,222.39,226.47,227.85,214.50,217.54,223.47,213.22,216.12,227.41,240.65,235.89,,,,207.06,195.35,205.52,202.62,203.75,207.76,218.37,232.56,242.72,230.59,208.35,219.66,211.49,214.79,203.28,215.23,213.60,233.06,219.43,217.75,211.99,210.66,216.59,220.45,224.66,218.66,247.65,219.88,217.16,219.59,216.04,206.47,209.16,217.83,216.39,221.73,,,,
2022-11-19 20:41:24+00:00,L7,358.53,235.87,246.85,247.96,237.56,252.81,268.00,248.48,257.20,258.88,228.07,228.58,244.05,258.33,248.38,239.51,360.56,211.52,255.45,215.22,210.21,217.93,216.54,,,,,,,,,,,,,,,,,,45.12,31.07,25.96,40.55,109.71,15.83,,,,18.97,,,,,,,,,,,,,,224.94,200.90,208.28,208.54,207.25,215.18,220.31,,,,,243.17,243.99,,,,,,,236.28,244.36,239.09,233.77,227.77,230.78,225.17,,,150.67,218.37,224.30,240.60,241.51,214.75,225.68,213.90,211.45,206.09,217.89,224.42,217.68,222.27,222.42,229.61,224.33
2022-12-06 20:38:54+00:00,L7,359.11,234.86,241.87,248.46,235.01,254.45,269.17,242.60,276.09,282.60,,242.95,280.73,290.02,287.96,263.18,476.42,239.43,314.13,519.35,233.89,252.98,242.24,243.23,249.46,242.63,243.33,,257.60,248.87,278.98,280.26,262.24,239.51,250.42,267.59,261.95,264.30,279.35,263.21,266.48,243.25,235.74,251.72,275.31,319.76,315.05,,266.95,265.19,267.72,250.75,271.67,,,,,265.76,271.30,269.60,282.78,281.92,261.14,257.29,227.06,232.07,251.91,250.19,251.43,285.89,290.96,272.11,279.77,281.53,288.97,289.10,280.05,263.36,262.71,271.74,405.43,391.09,451.99,272.36,275.69,394.53,260.68,393.65,258.43,246.29,245.16,246.29,255.24,249.57,315.56,253.35,268.19,272.97,253.95,237.35,242.28,253.75,254.33,241.13,259.29,260.99,262.63,261.58
2022-12-06 22:21:37+00:00,L9,,306.24,252.86,255.43,237.72,388.83,410.87,415.76,,304.52,267.03,251.58,296.25,280.94,265.99,254.75,452.48,336.98,311.11,474.11,240.12,234.49,229.86,233.58,243.31,240.08,241.91,263.67,256.25,242.32,255.38,256.05,260.84,230.01,227.82,246.62,241.54,243.36,261.60,257.87,254.56,233.58,238.80,250.62,268.40,308.72,303.34,277.77,254.69,259.70,255.05,249.37,257.74,264.92,257.56,253.81,237.40,240.65,254.81,258.28,265.46,261.61,255.65,262.08,243.57,240.83,257.23,257.54,266.90,275.34,272.23,255.66,257.74,261.71,267.31,274.53,262.37,249.20,248.35,250.49,235.35,238.41,254.69,256.84,249.56,247.72,240.15,244.11,238.46,235.87,234.81,235.70,242.33,234.58,280.59,239.66,235.33,235.30,241.99,230.73,231.13,229.29,239.76,226.78,239.29,245.27,247.91,242.72
2022-12-13 22:27:25+00:00,L9,221.40,233.93,240.71,248.67,237.19,254.67,259.76,241.91,253.44,258.28,226.12,227.95,254.55,262.03,254.88,241.78,354.10,219.24,238.73,219.93,217.29,222.48,224.25,229.49,230.85,233.20,241.24,229.85,234.39,231.45,245.36,233.71,232.20,223.12,222.95,229.84,224.86,223.48,239.65,234.97,234.08,229.27,222.55,236.34,238.92,272.41,257.37,255.02,244.60,240.82,239.40,237.58,245.19,235.38,243.19,243.44,232.29,230.22,245.61,241.06,244.61,251.50,243.33,242.09,229.02,228.94,236.52,231.91,228.00,232.55,240.63,239.08,244.62,246.48,249.60,254.85,247.08,240.10,235.38,235.73,235.38,228.70,248.10,247.65,244.52,247.11,235.00,236.19,234.16,233.58,235.62,240.19,240.20,227.39,243.98,227.09,231.00,234.57,235.52,225.62,229.57,229.62,229.53,227.41,230.34,235.32,239.34,239.32
